id,categoryId,topic,headline,body,summary,tags,readTimeSeconds,featured,relatedFactIds,themes,socialHook
topology-rubber-sheet-geometry,mathematics,Topology,A Mobius Strip Has Only One Side,"Take a strip of paper, give it a single half-twist, and tape the ends together. Run your finger along the surface and you'll travel both 'sides' and return to the start without ever lifting it. You've made a Mobius strip, a loop with just one side and one edge. Cut it down the middle and, instead of two loops, you get one longer twisted band. It's geometry that quietly defies common sense.",A strip of paper with a half-twist becomes a Mobius strip: a surface with only one side and one edge.,"topology,mobius-strip,surfaces",52,false,"topology-loops-cannot-shrink,pi-ancient-approximations,probability-gambling-origin,pi-never-repeats,prime-numbers-building-blocks",numbers-and-mathematics,
topology-loops-cannot-shrink,mathematics,Topology,"Somewhere on Earth, the Wind Is Always Still","There's a theorem nicknamed the hairy ball theorem: you can't comb the hair flat on a fuzzy ball without leaving at least one cowlick somewhere. Now picture Earth's winds as that hair. The math guarantees that at any moment there must be at least one point on the planet where the horizontal wind is exactly zero, a calm spot, somewhere. You simply can't smooth it all away. Topology says so.",The hairy ball theorem proves there's always at least one spot on Earth with no horizontal wind.,"topology,hairy-ball-theorem,wind",52,false,"topology-rubber-sheet-geometry,pi-never-repeats,pi-ancient-approximations,probability-gambling-origin,prime-numbers-building-blocks","stars-and-cosmos,numbers-and-mathematics",
advertising-persuades-public,business,Advertising,Listerine Invented a Disease to Sell Mouthwash,"Listerine started life as a surgical antiseptic and even a floor cleaner. Sales were sluggish until, in the 1920s, its makers seized on an obscure medical word for bad breath: halitosis. Their ads recast everyday morning breath as a shameful social condition that kept people single and unhired. Within years, revenue jumped from tens of thousands to millions. They didn't just sell a product; they sold the fear of a problem.",Listerine's sales exploded once its ads turned ordinary bad breath into a dreaded 'medical' condition.,"advertising,marketing,persuasion",52,false,"advertising-funds-media,advertising-modern-printing,monopolies-one-seller-power,scarcity-raises-value,entrepreneurship-risk-profit","money-trade-and-value,medicine-and-cures,invention-and-breakthrough,psychology-and-behavior",
advertising-funds-media,business,Advertising,One Ad Campaign Convinced the World to Buy Diamond Rings,"Diamond engagement rings feel like an ancient tradition, but they're largely a 20th-century invention. In 1947, an ad agency working for De Beers coined the slogan 'A Diamond Is Forever,' tying the gem to eternal love and quietly discouraging anyone from ever reselling theirs. Demand soared, and a 'two months' salary' rule appeared out of thin air. One of history's most successful campaigns manufactured a global custom.","The diamond engagement ring isn't an old tradition, it's the result of a brilliant 1947 ad slogan.","advertising,de-beers,diamond",53,false,"advertising-persuades-public,advertising-modern-printing,monopolies-one-seller-power,covalent-bonds-resonance,patents-three-main-types","origins-and-naming,money-trade-and-value,invention-and-breakthrough",
advertising-modern-printing,business,Advertising,The First Web Banner Ad Got Almost Half Its Viewers to Click,"In October 1994, the website HotWired ran what's considered the first paid banner ad, a simple bar reading 'Have you ever clicked your mouse right here? You will.' It worked astonishingly well: about 44% of the people who saw it clicked. Today's banner ads are lucky to get a single click from a thousand viewers. The internet's very first ad may still be its most successful one ever.","The internet's first banner ad in 1994 had a 44% click rate, thousands of times today's average.","advertising,internet,digital-marketing",52,false,"advertising-persuades-public,advertising-funds-media,trademarks-protect-brands,memes-cultural-power,internet-arpanet-first-connection,world-wide-web-cern-1989","computing-and-web,internet-and-virality,money-trade-and-value",
brands-shape-perception,business,Brands,People Prefer Pepsi in Blind Tests but Coke on the Shelf,"In blind taste tests, more people tend to pick Pepsi, drawn to its sweeter hit. Yet Coca-Cola outsells it. Scientists scanned testers' brains to find out why: when people could see the Coke label, the brand lit up memory and reward areas that overpowered the taste itself. Dubbed the Pepsi Paradox, it shows a brand can literally change how good something tastes inside your head.","Brain scans show the Coca-Cola label can override taste itself, making Coke 'win' despite losing blind tests.","brands,neuroscience,perception",52,false,"trademarks-protect-brands,advertising-persuades-public,perception-brain-fills-gaps,afterimages-one-eye,branding-protected-by-trademarks,memory-fading-helps-time","perception-and-brain,psychology-and-behavior",
corporations-limit-owner-risk,business,Corporations,"The World's Oldest Company Ran for Over 1,400 Years","Most businesses are lucky to last a few decades. A Japanese construction firm called Kongo Gumi lasted from 578 CE until 2006, more than fourteen centuries, building Buddhist temples through generations of the same family. It survived wars, disasters, and changing dynasties before finally being absorbed by a larger company. Dozens of businesses in Japan are over a thousand years old, often inns and temple builders.","A Japanese temple-building firm stayed in business for over 1,400 years before closing in 2006.","corporations,history,japan",53,false,"franchises-support-control-tradeoff,franchises-license-a-business,cherry-blossoms-1912-gift,supply-demand-price-signal,stock-market-fuels-growth","architecture-and-structures,record-extremes,disaster-and-catastrophe,war-and-conflict",
entrepreneurship-risk-profit,business,Entrepreneurship,"He Built 5,127 Vacuums Before One Worked","Frustrated with a vacuum that kept losing suction, James Dyson set out to design a better one. It took him fifteen years and 5,126 failed prototypes; the 5,127th finally worked. He was deep in debt by the time it succeeded, and no manufacturer wanted his bagless design, so he launched his own company. Today he's a billionaire. Entrepreneurship often looks less like a flash of genius and more like stubborn failure.","James Dyson made 5,126 failed prototypes over 15 years before his bagless vacuum finally worked.","entrepreneurship,dyson,persistence",51,false,"patents-three-main-types,patents-right-to-exclude,monopolies-one-seller-power,advertising-funds-media,trade-secrets-can-last-indefinitely",invention-and-breakthrough,
monopolies-one-seller-power,business,Monopolies,The Game Monopoly Was Invented to Attack Monopolies,"The board game began as 'The Landlord's Game,' patented in 1904 by Elizabeth Magie. She designed it to show how landlords and monopolists grow rich by squeezing everyone else, a pointed warning against concentrated wealth. Decades later a man sold a nearly identical game to Parker Brothers as his own, and it became Monopoly, a celebration of bankrupting your rivals. The original anti-monopoly lesson got completely flipped.","Monopoly started as a game designed to warn players about the evils of monopolists, then became a tribute to them.","monopolies,history,board-games",51,false,"monopolies-competition-spectrum,monopolies-entry-barriers,patents-three-main-types,advertising-funds-media,advertising-persuades-public","invention-and-breakthrough,games-and-play,money-trade-and-value",
monopolies-entry-barriers,business,Monopolies,Breaking Up His Monopoly Made Rockefeller Richer,"By 1900, John D. Rockefeller's Standard Oil controlled about 90% of America's oil. In 1911, the Supreme Court declared it an illegal monopoly and split it into 34 separate companies, ancestors of today's ExxonMobil and Chevron. Here's the twist: Rockefeller owned shares in every piece, and as those new companies thrived on their own, his fortune actually grew. The breakup meant to humble him helped make him the richest man alive.","When Standard Oil was broken into 34 companies, Rockefeller owned them all and grew even richer.","monopolies,standard-oil,rockefeller",53,false,"monopolies-one-seller-power,monopolies-competition-spectrum,franchises-support-control-tradeoff,supply-demand-price-signal,trade-secrets-can-last-indefinitely",,
monopolies-competition-spectrum,business,Monopolies,You Used to Have to Rent Your Telephone,"For most of the 20th century, one company, AT&T, so completely dominated US phone service that you couldn't even own your home telephone. You rented it, month after month, and were forbidden from attaching any device the company hadn't approved. This near-total monopoly, nicknamed Ma Bell, was finally broken up in 1984 into regional 'Baby Bells.' Only then could Americans freely buy and own their own phones.","Under AT&T's old monopoly, Americans rented their telephones and couldn't legally own one until the 1984 breakup.","monopolies,att,telecommunications",54,false,"monopolies-one-seller-power,monopolies-entry-barriers,franchises-license-a-business,corporations-limit-owner-risk,advertising-funds-media",,
supply-demand-price-signal,business,Supply and Demand,"In 2020, Oil Was Worth Less Than Nothing","Prices almost always stay above zero, but in April 2020 something bizarre happened: the price of US oil went negative, plunging to about minus $37 a barrel. With the pandemic crushing demand and storage tanks overflowing, traders stuck holding oil they couldn't store were willing to pay other people to take it off their hands. For one strange day, supply so overwhelmed demand that oil became a liability, not an asset.","In April 2020, US oil prices crashed below zero, so sellers paid buyers to haul it away.","supply-and-demand,oil,prices",52,false,"stock-market-fuels-growth,franchises-license-a-business,monopolies-one-seller-power,advertising-funds-media,advertising-modern-printing","money-trade-and-value,disaster-and-catastrophe,numbers-and-mathematics",
branding-protected-by-trademarks,business,Branding,Every Fast-Food Giant Uses the Same 'Hunger Hack' Color Combo on Purpose,"Look at McDonald's, Burger King, KFC, Wendy's: red and yellow everywhere. It's no accident. Marketers lean on color psychology, the idea that certain hues nudge your feelings without you noticing. Red is thought to stir appetite and urgency, while yellow grabs attention and feels cheerful and fast. Together they're sometimes called the 'ketchup and mustard' effect, colors picked specifically to make you hungry and keep you moving through the line.","McDonald's, Burger King, KFC, and Wendy's all lean on the same red-and-yellow trick, colors thought to spark appetite, urgency, and attention on sight.","branding,color-psychology,fast-food",53,false,"franchises-license-a-business,trade-secrets-can-last-indefinitely,velcro-manufacturing-challenge,trade-secrets-valuable-because-secret,advertising-persuades-public","money-trade-and-value,color-and-light,psychology-and-behavior,food-and-cuisine",
franchises-license-a-business,business,Franchises,McDonald's Makes More From Real Estate Than Burgers,"McDonald's may look like a burger company, but at its core it acts like a landlord. The corporation often owns or leases the land and building beneath each franchised restaurant, then rents it to the franchisee, frequently earning more from that rent than from food royalties. As one executive put it, the business they're really in is real estate. The burgers mostly help fill the buildings the company profits from.","McDonald's earns much of its money as a landlord, renting land to franchisees rather than selling burgers.","franchises,mcdonalds,real-estate",53,false,"franchises-fees-and-royalties,franchises-support-control-tradeoff,branding-protected-by-trademarks,trade-secrets-valuable-because-secret,trade-secrets-can-last-indefinitely","money-trade-and-value,architecture-and-structures,food-and-cuisine",
franchises-fees-and-royalties,business,Franchises,The McDonald's You Know Was Taken From Two Brothers,"Richard and Maurice McDonald built a fast, efficient burger stand in California. A milkshake-machine salesman named Ray Kroc saw it, talked his way into franchising it nationwide, and eventually bought the brothers out, then opened a competing restaurant right near theirs and squeezed them out of the business they'd created. He even disputed their original handshake deal. The empire still bears their name, but Kroc made it his.","Ray Kroc franchised the McDonald brothers' restaurant, then bought them out and pushed them aside.","franchises,mcdonalds,ray-kroc",53,false,"franchises-license-a-business,franchises-support-control-tradeoff,branding-protected-by-trademarks,monopolies-one-seller-power,startups-first-years-matter",,
franchises-support-control-tradeoff,business,Franchises,The World's Biggest Chain Is Japanese-Owned 7-Eleven,"No restaurant or retail brand has more locations than 7-Eleven, which operates well over 80,000 stores worldwide, more than McDonald's or any other chain. Here's the twist: although 7-Eleven was founded in Texas, the brand is now owned by a Japanese company, and Japan has more 7-Elevens than the United States does. The convenience store that defined American late-night runs is, today, largely a Japanese empire.","7-Eleven has more locations than any chain on Earth, and the Texas-born brand is now Japanese-owned.","franchises,7-eleven,retail",54,false,"franchises-fees-and-royalties,franchises-license-a-business,corporations-limit-owner-risk,monopolies-entry-barriers,trademarks-protect-brands",record-extremes,
startups-first-years-matter,business,Startups,"Instagram Started as a Check-In App, YouTube as a Dating Site",Many famous companies began as something completely different and pivoted when their first idea flopped. Instagram started as a clunky location check-in app called Burbn before stripping down to just photos. YouTube launched as a video dating site where almost no one uploaded a date. Slack was the leftover chat tool from a failed video game. Sometimes the real business is hiding inside the wreckage of the original plan.,"Instagram, YouTube, and Slack each began as a different failing idea before pivoting into what we know.","startups,pivot,tech-history",54,false,"advertising-modern-printing,monopolies-one-seller-power,corporations-limit-owner-risk,entrepreneurship-risk-profit,franchises-support-control-tradeoff","games-and-play,internet-and-virality",
stock-market-fuels-growth,business,Stock Market,A Single Tulip Bulb Once Cost More Than a House,"The first great speculative bubble wasn't about stocks or crypto, it was about flowers. In 1630s Holland, tulips became a craze, and prices for rare bulbs spiraled to insane heights, with a single prized bulb reportedly trading for more than a grand Amsterdam house. Then, in early 1637, the market collapsed almost overnight, ruining buyers left holding worthless bulbs. 'Tulip mania' is still invoked as a warning about crowds and greed.","In 1630s Holland, speculation drove a single tulip bulb's price above that of a house, then it crashed.","stock-market,bubble,tulip-mania",53,false,"supply-demand-price-signal,monopolies-one-seller-power,franchises-license-a-business,advertising-funds-media,advertising-modern-printing","money-trade-and-value,disaster-and-catastrophe,plants-and-botany,collective-behavior",
patents-right-to-exclude,business,Patents,Abraham Lincoln Is the Only US President With a Patent,"Long before the White House, Abraham Lincoln invented a device to lift riverboats over sandbars using inflatable chambers, earning Patent No. 6,469 in 1849. His boat lifter was never actually built, but he remains the only US president ever to hold a patent. Lincoln loved the system, once saying it 'added the fuel of interest to the fire of genius.' For him, protecting ideas was central to human progress.","Abraham Lincoln patented a boat-lifting device in 1849, making him the only US president to ever hold a patent.","patents,abraham-lincoln,invention",54,false,"patents-three-main-types,entrepreneurship-risk-profit,monopolies-one-seller-power,safety-pin-debt,windshield-wipers-snowy-trolley,wheels-pottery-turntable","invention-and-breakthrough,energy-and-power",
patents-three-main-types,business,Patents,Someone Patented Swinging Sideways on a Swing,"Patents are supposed to protect genuine inventions, but odd ones slip through. In 2002, the US patent office actually granted a patent for a 'method of swinging on a swing', side to side instead of back and forth, filed on behalf of a five-year-old. It was later revoked after public mockery. Other real patents have covered a stick for throwing to a dog and the combover hairstyle. The system isn't foolproof.","The US once granted a patent for swinging sideways on a swing, filed for a five-year-old, before revoking it.","patents,oddities,intellectual-property",53,false,"patents-right-to-exclude,trade-secrets-valuable-because-secret,entrepreneurship-risk-profit,safety-pin-debt,pi-ancient-approximations,telephone-transmits-speech",invention-and-breakthrough,
trade-secrets-valuable-because-secret,business,Trade Secrets,Coca-Cola's Recipe Sits in a Bank Vault,"Coca-Cola has guarded its formula as a trade secret for more than a century, never patenting it, because a patent would have forced the company to publish the recipe for all to see. Instead the formula lives behind heavy security; the company even moved it into a purpose-built vault in Atlanta that you can visit. Legend says only a couple of executives know it. Secrecy, not the law, is what keeps it safe.","Coca-Cola never patented its formula, guarding it as a trade secret locked in an Atlanta vault for over a century.","trade-secrets,coca-cola,intellectual-property",53,false,"trade-secrets-can-last-indefinitely,patents-three-main-types,franchises-license-a-business,monopolies-one-seller-power,entrepreneurship-risk-profit","money-trade-and-value,myth-vs-reality,invention-and-breakthrough,food-and-cuisine",
trade-secrets-can-last-indefinitely,business,Trade Secrets,KFC Splits Its Secret Recipe Between Two Companies,"A patent protects an invention for about 20 years, then expires. A trade secret can last forever, as long as it stays secret, which is why some recipes are guarded obsessively. KFC reportedly keeps its blend of '11 herbs and spices' locked away, with the formula split so that two separate companies each mix only part of it, and neither knows the whole thing. Decades later, it's still a closely held mystery.","Unlike a 20-year patent, a trade secret can last forever, which is why KFC splits its recipe between two firms.","trade-secrets,kfc,confidentiality",54,false,"trade-secrets-valuable-because-secret,patents-three-main-types,franchises-license-a-business,branding-protected-by-trademarks,monopolies-one-seller-power","invention-and-breakthrough,food-and-cuisine,money-trade-and-value,counterintuitive-scale",
trademarks-protect-brands,business,Trademarks,Aspirin and Escalator Were Once Brand Names,"A trademark can be too successful. When a brand name becomes the everyday word for the whole product, the company can lose its exclusive rights, a fate called genericide. Aspirin, escalator, thermos, trampoline, and zipper were all once protected brand names that slipped into common speech and lost their trademarks. It's exactly why companies nervously remind us to 'search on a search engine' rather than just google something.","Aspirin, escalator, and thermos were all trademarks lost to 'genericide' when the names became everyday words.","trademark,genericide,brands",52,false,"brands-shape-perception,advertising-modern-printing,velcro-manufacturing-challenge,search-engines-google-backrub,franchises-license-a-business","money-trade-and-value,energy-and-power,lost-and-rediscovered,computing-and-web",
banking-deposits-become-loans,economics,Banking,Banks Create Most Money Out of Thin Air,"Here's a fact that surprises most people: banks don't just lend out money that others deposited. When a bank approves a loan, it largely creates new money by typing the amount into the borrower's account. That freshly made money didn't exist a moment before. Governments print only a sliver of the cash supply; the vast majority of money in a modern economy is conjured into being by commercial banks making loans.","Most money isn't printed by governments, it's created by commercial banks the moment they make a loan.","banking,money-creation,loans",51,false,"banking-creates-bank-money,currency-more-than-cash,supply-chains-raw-to-retail,barter-gift-exchange-different,taxes-fund-public-needs",money-trade-and-value,
banking-creates-bank-money,economics,Banking,Your Bank Doesn't Actually Have Your Money,"If everyone with an account showed up tomorrow demanding their cash, the bank couldn't pay. Banks keep only a small fraction of deposits on hand and lend the rest out, so the money on your screen isn't sitting in a vault, it's circulating in loans. When savers panic and rush to withdraw all at once, it's called a bank run, and it can topple even a healthy bank. Deposit insurance was invented to calm the panic.","Banks lend out most of your deposit, so if everyone withdrew at once, the cash simply wouldn't be there.","banking,bank-runs,deposits",52,false,"banking-deposits-become-loans,scarcity-raises-value,barter-oldest-commerce,currency-more-than-cash,supply-chains-raw-to-retail","money-trade-and-value,invention-and-breakthrough,numbers-and-mathematics",
barter-oldest-commerce,economics,Barter,"In POW Camps, Cigarettes Became Real Money","When official money disappears, people invent their own. In World War II prisoner-of-war camps, cigarettes spontaneously became the currency. Prices for food, clothes, and services were quoted in cigarettes, even by prisoners who didn't smoke. They were durable, portable, and came in handy small units, everything money needs to be. An economist who lived it later wrote a famous paper describing how a tiny cashless economy reinvented money from scratch.","In WWII prison camps, cigarettes became a full-blown currency, even among prisoners who never smoked.","barter,currency,history",51,false,"barter-gift-exchange-different,currency-more-than-cash,currency-can-be-unusual,banking-creates-bank-money,banking-deposits-become-loans","money-trade-and-value,invention-and-breakthrough,war-and-conflict,food-and-cuisine",
barter-gift-exchange-different,economics,Barter,This Culture Won Status by Burning Their Own Wealth in Public,"Not every economy chases profit. Among Indigenous peoples of the Pacific Northwest, the potlatch was a grand ceremony where hosts boosted their status by giving away, or even destroying, enormous amounts of property: blankets, food, canoes, sometimes burning valuables outright. The more you gave up, the higher you rose. Colonial governments found it so baffling and threatening that Canada and the US actually banned the practice for decades.","In the potlatch, hosts raised their status by giving away — or even destroying — blankets, canoes, and food. It baffled colonial governments so much they banned it for decades.","barter,gift-economy,potlatch",53,false,"barter-oldest-commerce,banking-deposits-become-loans,inflation-weakens-buying-power,currency-more-than-cash,supply-chains-raw-to-retail","money-trade-and-value,food-and-cuisine",
capitalism-growth-not-guaranteed,economics,Capitalism,Two Koreas Look Like Night and Day From Space,"One of history's starkest economic experiments is visible from orbit. Satellite photos of the Korean Peninsula at night show South Korea blazing with electric light while North Korea sits in near-total darkness, a black void between China and the glowing south. The two share a language, a history, and a people, split in 1945. The dramatic difference in brightness is, in large part, a difference in economic systems.","From space at night, prosperous South Korea glows while North Korea is dark, a vivid map of two economic systems.","capitalism,north-korea,economic-systems",53,false,"currency-more-than-cash,supply-chains-raw-to-retail,banking-deposits-become-loans,inflation-weakens-buying-power,taxes-fund-public-needs","gravity-and-orbits,money-trade-and-value,energy-and-power,bioluminescence-and-glow",
currency-more-than-cash,economics,Currency,There Are More $100 Bills Than $1 Bills,"You see one-dollar bills constantly and rarely handle a hundred, so it feels like small bills must dominate. They don't. There are actually more $100 bills in existence than $1 bills. The catch: most of those hundreds aren't in American wallets at all. A large share of US cash circulates overseas, hoarded abroad as a stable store of value. The bill you see least is the one there's the most of.","There are more $100 bills in circulation than $1 bills, and most of them sit outside the United States.","currency,cash,money-supply",52,false,"currency-can-be-unusual,barter-oldest-commerce,banking-deposits-become-loans,supply-chains-raw-to-retail,barter-gift-exchange-different,inflation-has-multiple-causes",money-trade-and-value,
currency-can-be-unusual,economics,Currency,This Island Used Giant Stone Coins Too Heavy to Move,"On the Pacific island of Yap, money came in the form of rai: enormous carved stone discs, some twelve feet across and weighing tons. They were far too heavy to carry, so they simply stayed put while everyone agreed on who owned which stone. Ownership could change hands without the stone ever moving an inch. One famous rai sank to the sea floor, and the islanders kept treating it as valuable anyway.","The island of Yap used stone discs the size of cars as money, including one at the bottom of the sea.","currency,yap-stones,money",52,false,"currency-more-than-cash,barter-oldest-commerce,recession-not-depression,banking-deposits-become-loans,inflation-has-multiple-causes","money-trade-and-value,disaster-and-catastrophe,counterintuitive-scale",
economic-bubbles-name-matters,economics,Economic Bubbles,Isaac Newton Lost a Fortune in a Stock Bubble,"Even history's greatest genius wasn't immune to market mania. In 1720, Isaac Newton invested in the booming South Sea Company, sold early for a tidy profit, then watched prices keep climbing and jumped back in near the top, just before the bubble burst. He lost a fortune, perhaps millions in today's money. He reportedly grumbled that he could calculate the motions of the heavens but not the madness of people.","Isaac Newton was wiped out by the 1720 South Sea Bubble, saying he could predict planets but not human madness.","economic-bubbles,south-sea-bubble,isaac-newton",54,false,"inflation-weakens-buying-power,banking-deposits-become-loans,currency-more-than-cash,supply-chains-raw-to-retail,barter-gift-exchange-different","money-trade-and-value,stars-and-cosmos,human-body-quirks,lost-and-rediscovered",
inflation-weakens-buying-power,economics,Inflation,Germans Once Burned Cash to Stay Warm,"In 1923, runaway inflation in Germany made money nearly worthless almost overnight. Prices doubled every few days, and workers were paid twice a day so they could spend before their wages lost value. People hauled wheelbarrows of banknotes just to buy a loaf of bread, and some found it cheaper to burn stacks of cash in the stove than to buy firewood with it. Money had literally become fuel.","During Germany's 1923 hyperinflation, cash grew so worthless that burning it for heat was cheaper than buying wood.","inflation,hyperinflation,weimar-germany",51,false,"inflation-has-multiple-causes,barter-gift-exchange-different,economic-bubbles-name-matters,banking-deposits-become-loans,currency-more-than-cash","money-trade-and-value,energy-and-power,lost-and-rediscovered,food-and-cuisine",
inflation-has-multiple-causes,economics,Inflation,One Country's Prices Doubled Every 15 Hours,"Germany's famous inflation looks mild next to the all-time record. In Hungary in 1946, prices doubled roughly every 15 hours, the fastest inflation ever recorded, forcing the government to print a banknote worth 100 quintillion pengo. Decades later Zimbabwe came close, issuing a single 100-trillion-dollar bill that could barely buy a bus ticket. When trust in money collapses, the zeros pile up faster than anyone can spend them.","Hungary's 1946 inflation doubled prices every 15 hours, the fastest ever, with a 100-quintillion-pengo note.","inflation,hyperinflation,hungary",54,false,"inflation-weakens-buying-power,recession-not-depression,currency-more-than-cash,banking-deposits-become-loans,currency-can-be-unusual","money-trade-and-value,record-extremes,disaster-and-catastrophe,music-and-sound",
recession-not-depression,economics,Recession,'Depression' Was Picked Because It Sounded Gentle,"Earlier downturns were bluntly called 'panics' or 'crises.' When the economy cratered around 1929, President Herbert Hoover and others preferred the word 'depression,' reportedly because it sounded milder and less alarming than panic. The irony is brutal: the slump grew so catastrophic, with unemployment near 25%, that 'the Great Depression' became the very byword for economic disaster the soft word was meant to avoid.","Leaders chose the word 'depression' because it sounded gentler than 'panic', just before the Great Depression made it terrifying.","recession,great-depression,history",52,false,"inflation-has-multiple-causes,banking-deposits-become-loans,currency-can-be-unusual,currency-more-than-cash,supply-chains-raw-to-retail","disaster-and-catastrophe,money-trade-and-value,music-and-sound",
supply-chains-raw-to-retail,economics,Supply Chains,One Stuck Ship Jammed $10 Billion of Trade a Day,"In March 2021, a single colossal container ship, the Ever Given, wedged itself sideways across Egypt's Suez Canal and got stuck for six days. The canal is a chokepoint for roughly 12% of global trade, so the blockage froze an estimated $10 billion worth of goods every day, with hundreds of ships backed up waiting. It was a vivid reminder of how the world's supply chains can hinge on one narrow waterway.","When the Ever Given wedged across the Suez Canal in 2021, it stalled an estimated $10 billion in trade per day.","supply-chains,suez-canal,global-trade",53,false,"banking-deposits-become-loans,currency-more-than-cash,barter-gift-exchange-different,taxes-fund-public-needs,scarcity-raises-value",money-trade-and-value,
taxes-fund-public-needs,economics,Taxes,England Once Taxed You by Your Windows,"In 1696, England introduced a tax based on how many windows a house had, an easy way to estimate wealth without prying into people's income. The result was predictable: homeowners bricked up their windows to dodge the charge, and you can still spot the blocked-up openings on old British buildings today. Some say the resulting gloom gave us the phrase 'daylight robbery.' Tax people on something visible, and they will hide it.","England's old window tax led people to brick up their windows, and may be the origin of 'daylight robbery.'","taxes,window-tax,history",52,false,"banking-deposits-become-loans,currency-more-than-cash,supply-chains-raw-to-retail,barter-gift-exchange-different,scarcity-raises-value","money-trade-and-value,architecture-and-structures",
scarcity-raises-value,economics,Scarcity,Companies Invent Scarcity on Purpose,"Not all shortages are natural; some are manufactured to drive desire. Disney famously locked its classic films 'in the vault,' releasing them only briefly so families felt they had to buy now. Sneaker brands drop tiny batches, luxury makers cap production, and 'limited editions' are everywhere, all engineering artificial rarity. Because scarcity raises perceived value, making something feel hard to get can be more profitable than simply making more of it.","From the Disney 'vault' to limited sneaker drops, companies engineer artificial scarcity because rarity raises value.","scarcity,marketing,artificial-scarcity",51,false,"banking-creates-bank-money,currency-more-than-cash,advertising-persuades-public,barter-oldest-commerce,banking-deposits-become-loans","money-trade-and-value,invention-and-breakthrough,storytelling-and-narrative",
world-records-global-brand,literature,Guinness World Records,The Guinness Book Is One of the Most-Stolen Library Books,"The Guinness Book of Records is packed with the world's extremes — and, fittingly, it holds an unofficial one of its own. For years it has been reported as one of the most frequently stolen books from public libraries, swiped so often that some branches keep it behind the desk. A book devoted to record-breaking apparently inspires a record amount of shoplifting.",A book full of world records is itself reportedly one of the most-stolen from libraries.,"literature,guinness-world-records,books,libraries",48,false,"printing-gutenberg-revolution,libraries-alexandria-symbol,libraries-store-memory,book-covers-before-dust-jackets,banned-books-can-increase-interest","record-extremes,parental-care,storytelling-and-narrative",
banned-books-ideas-under-pressure,literature,Banned Books,Alice in Wonderland Was Banned for Its Talking Animals,"Censors have targeted some surprisingly gentle books. In 1931, a governor in China's Hunan province banned Alice's Adventures in Wonderland, objecting that animals shouldn't be shown using human language as equals with people. Putting beasts and humans on the same level, he argued, was an insult. A whimsical children's classic was treated as a threat to the social order. Bans often say more about the censor's fears than about the book.",Alice in Wonderland was banned in 1930s China for the crime of letting animals talk like people.,"banned-books,censorship,alice-in-wonderland",53,false,"banned-books-can-increase-interest,book-covers-before-dust-jackets,printing-gutenberg-revolution,libraries-alexandria-symbol,comics-sequential-art","storytelling-and-narrative,numbers-and-mathematics",
banned-books-can-increase-interest,literature,Banned Books,"A Judge Asked If This Book Was Fit for Your Servants to Read, Then It Sold 2 Million Copies","In 1960, British publisher Penguin was prosecuted for obscenity over D.H. Lawrence's Lady Chatterley's Lover. The trial became a sensation when the prosecutor famously asked jurors whether it was a book they would even let their servants read. Penguin won. The moment the verdict cleared it, the novel went on sale and flew off shelves, around two million copies within weeks. Trying to bury a book can be the best publicity it ever gets.","Prosecuted for obscenity in 1960, Lady Chatterley's Lover became an instant sensation the moment it won, selling roughly two million copies within weeks.","banned-books,obscenity-trial,publishing",51,false,"banned-books-ideas-under-pressure,shakespeare-borrowed-sources,printing-gutenberg-revolution,book-covers-before-dust-jackets,comics-sequential-art,detective-fiction-poe-origin",storytelling-and-narrative,
comics-sequential-art,literature,Comics,A 10-Cent Comic Now Sells for Millions,"In 1938, a comic book called Action Comics #1 hit newsstands for ten cents and introduced a new character: Superman. Most copies were read to tatters or thrown out. Today a single well-preserved copy is among the most valuable comics on Earth, with one selling for more than $3 million. The humble dime that launched the entire superhero genre became one of the best investments in pop-culture history.","Action Comics #1, the 1938 dime comic that introduced Superman, has sold for more than $3 million.","comics,superman,collecting",52,false,"fairy-tales-childlike-dark,printing-press-idea-machine,banned-books-can-increase-interest,book-covers-before-dust-jackets,printing-gutenberg-revolution","storytelling-and-narrative,money-trade-and-value",
detective-fiction-poe-origin,literature,Detective Fiction,Readers Forced an Author to Resurrect Sherlock Holmes,"By 1893, Arthur Conan Doyle was so tired of Sherlock Holmes that he killed him off, sending the detective plunging over a waterfall. The public reacted with fury and grief; some readers reportedly wore black mourning bands, and thousands canceled their magazine subscriptions. The pressure was relentless. Years later, Conan Doyle gave in and brought Holmes back from the dead. Fans had simply refused to let a fictional character stay buried.","When Conan Doyle killed Sherlock Holmes, outraged fans mourned in the streets until he resurrected the detective.","detective-fiction,sherlock-holmes,conan-doyle",53,false,"detective-fiction-hard-boiled,epic-poems-heroic-scale,storytelling-older-than-writing,banned-books-can-increase-interest,printing-gutenberg-revolution","storytelling-and-narrative,hidden-underground",
